Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
L929,CCK-8,Ag,24,1000,39.75,43.8,-7.21
L929,CCK-8,Ag,24,200,53.07,12,-9.83
L929,CCK-8,Ag,24,400,45.69,12,-9.83
EBF,CCK-8,Ag,24,600,38.93,12,-9.83
EBF,CCK-8,Ag,24,800,32.17,12,-9.83
EBF,CCK-8,Ag,24,1000,22.13,12,-9.83
L929,CCK-8,Ag,24,200,77.52,43.8,-7.21
L929,CCK-8,Ag,24,400,70.96,43.8,-7.21
L929,CCK-8,Ag,24,600,62.54,43.8,-7.21
L929,CCK-8,Ag,24,800,57.93,43.8,-7.21
EBF,CCK-8,Ag,24,1000,54.61,43.8,-7.21
EBF,CCK-8,Ag,24,4,98.097,20,71.7
EBF,CCK-8,Ag,24,8,87.408,20,71.7
EBF,CCK-8,Ag,24,16,68.96,20,71.7
L929,CCK-8,Ag,24,40,40.556,20,71.7
L929,CCK-8,Ag,24,80,24.89,20,71.7
L929,CCK-8,Ag,24,160,21.669,20,71.7
L929,CCK-8,Ag,24,4,99.56,90,71.7
EBF,CCK-8,Ag,24,8,95.748,90,71.7
EBF,CCK-8,Ag,24,16,79.912,90,71.7
EBF,CCK-8,Ag,24,40,48.68,90,71.7
EBF,CCK-8,Ag,24,80,29.472,90,71.7
L929,CCK-8,Ag,24,160,23.607,90,71.7
L929,CCK-8,Ag,24,4,99.854,200,71.7
L929,CCK-8,Ag,24,8,92.982,200,71.7
L929,CCK-8,Ag,24,16,80.994,200,71.7
EBF,CCK-8,Ag,24,40,63.596,200,71.7
EBF,CCK-8,Ag,24,80,60.234,200,71.7
EBF,CCK-8,Ag,24,160,57.018,200,71.7
L929,CCK-8,Ag,24,5,89.58,15,-22.7
L929,CCK-8,Ag,24,5,94.698,30,-6.975
L929,CCK-8,Ag,24,5,98.355,100,-1.46
L929,CCK-8,Ag,24,10,85.192,15,-36.2
EBF,CCK-8,Ag,24,10,91.59,30,34.17
EBF,CCK-8,Ag,24,10,94.15,100,-20.21
EBF,CCK-8,Ag,24,20,30.713,15,24.3
L929,CCK-8,Ag,24,20,74.771,30,-10.1
L929,CCK-8,Ag,24,20,93.967,100,-4.845
L929,CCK-8,Ag,24,40,20.841,15,71.7
L929,CCK-8,Ag,24,40,22.121,30,3.4
hMSC,CCK-8,CaHCO3,24,40,28.702,100,17.5
hMSC,CCK-8,CaHCO3,24,50,10.238,15,71.7
hMSC,CCK-8,CaHCO3,24,50,19.927,30,71.7
hMSC,CCK-8,CaHCO3,24,50,20.841,100,44.6
hMSC,CCK-8,CaHCO3,24,60,7.8611,15,71.7
hMSC,CCK-8,CaHCO3,24,60,16.453,30,71.7
hMSC,CCK-8,CaHCO3,24,60,17.185,100,44.6
hMSC,CCK-8,CaHCO3,24,80,7.6782,15,-53.9
hMSC,CCK-8,CaHCO3,24,80,10.969,30,-38.015
hMSC,CCK-8,CaHCO3,24,80,11.335,100,44.6
hMSC,CCK-8,CaHCO3,24,100,7.4954,15,71.7
hMSC,CCK-8,CaHCO3,24,100,7.6782,30,-35.9
hMSC,CCK-8,CaHCO3,24,100,9.5064,100,17.5
hMSC,CCK-8,CaHCO3,24,15,71.03,14.5,-158
hMSC,CCK-8,CaHCO3,24,15,75.567,6.5,88
hMSC,CCK-8,CaHCO3,24,15,72.251,3.8,-140
hMSC,CCK-8,CaHCO3,24,15,83.072,7,-99
hMSC,CCK-8,CaHCO3,24,1.5,87.053,14.5,-158
HepG2,MTT,CaHCO3,24,1.5,99.319,6.5,88
HepG2,MTT,CaHCO3,24,1.5,102.21,3.8,-140
HepG2,MTT,CaHCO3,24,1.5,85.349,7,-99
HepG2,MTT,CaHCO3,24,15,93.309,14.5,-158
L-02,MTT,CaHCO3,24,15,83.457,6.5,88
L-02,MTT,CaHCO3,24,15,47.026,3.8,-140
L-02,MTT,CaHCO3,24,15,56.506,7,-99
L-02,MTT,CaHCO3,24,1.5,99.13,14.5,-158
HepG2,MTT,CaHCO3,24,1.5,94.261,6.5,88
HepG2,MTT,CaHCO3,24,1.5,89.391,3.8,-140
HepG2,MTT,CaHCO3,24,1.5,89.391,7,-99
HepG2,MTT,CaHCO3,72,1.67,102.43,5,-10.33
HepG2,MTT,CaHCO3,72,2.5,109.53,5,-10.33
HepG2,MTT,CaHCO3,72,5,116.63,5,-10.33
HepG2,MTT,CaHCO3,72,6.25,106.09,5,-10.33
HepG2,MTT,CaHCO3,72,12.5,81.47,5,-10.33
HepG2,MTT,CaHCO3,72,1.67,98.377,20,-4.58
HepG2,MTT,CaHCO3,72,2.5,101.01,20,-4.58
HepG2,MTT,CaHCO3,72,5,106.49,20,-4.58
HepG2,MTT,CaHCO3,72,6.25,107.91,20,-4.58
A549,MTT,CuO,72,12.5,98.377,20,-4.58
A549,MTT,CuO,72,1.67,102.43,50,-12.32
A549,MTT,CuO,72,2.5,102.43,50,-12.32
A549,NRU,CuO,72,5,102.03,50,-12.32
A549,NRU,CuO,72,6.25,98.377,50,-12.32
A549,NRU,CuO,72,12.5,96.349,50,-12.32
hMSC,NRU,CuO,72,1.67,73.333,5,-10.33
hMSC,NRU,CuO,72,2.5,33.725,5,-10.33
hMSC,NRU,CuO,72,5,20.784,5,-10.33
hMSC,NRU,CuO,72,6.25,10,5,-10.33
hMSC,NRU,CuO,72,12.5,6.6667,5,-10.33
hMSC,NRU,CuO,72,1.67,92.745,20,-4.58
hMSC,NRU,CuO,72,2.5,92.549,20,-4.58
hMSC,NRU,CuO,72,5,93.137,20,-4.58
A549,MTT,CuO,72,6.25,91.569,20,-4.58
A549,MTT,CuO,72,12.5,94.706,20,-4.58
A549,MTT,CuO,72,1.67,99.216,50,-12.32
Caco-2,MTS,CuO,72,2.5,96.078,50,-12.32
Caco-2,MTS,CuO,72,5,95.686,50,-12.32
Caco-2,MTS,CuO,72,6.25,96.471,50,-12.32
Caco-2,MTS,CuO,72,12.5,93.137,50,-12.32
A549,MTS,CuO,24,50,99.758,5,12.22
A549,MTS,CuO,24,50,102.17,10,-27.52
A549,MTS,CuO,24,50,107.97,20,3.51
A549,MTS,CuO,24,50,113.53,40,-10.14
A549,MTS,CuO,48,50,85.99,5,-8
A549,MTS,CuO,48,50,102.17,10,-8
A549,MTS,CuO,48,50,105.31,20,31.38
A549,MTS,CuO,48,50,112.56,40,-8.72
A549,MTS,CuO,72,50,70.29,5,-16.5
A549,MTS,CuO,72,50,100.97,10,-8
L929,MTT,CeO2,72,50,107.73,20,-8
L929,MTT,CeO2,72,50,117.63,40,-24.52
L929,MTT,CeO2,24,50,62.53,5,-7.05
L929,MTT,CeO2,24,50,106.21,10,-38.6
L929,MTT,CeO2,24,50,108.59,20,3.51
neuro2A,MTT,CeO2,24,50,108.59,40,-7.28
neuro2A,MTT,CeO2,48,50,63.246,5,-40.5
neuro2A,MTT,CeO2,48,50,102.63,10,-8
neuro2A,MTT,CeO2,48,50,107.88,20,31.38
neuro2A,MTT,CeO2,48,50,106.44,40,-8.72
neuro2A,MTT,CeO2,72,50,65.394,5,-25
A549,CCK-8,ZnO,72,50,99.523,10,-8
A549,CCK-8,ZnO,72,50,103.1,20,-8
A549,CCK-8,ZnO,72,50,105.49,40,-31.8
A549,CCK-8,ZnO,24,25,92.269,65,-30
A549,CCK-8,ZnO,24,50,81.345,65,-30
A549,CCK-8,ZnO,24,100,76.975,65,-30
HEK,MTT,ZnO,24,200,67.563,65,-30
HEK,MTT,ZnO,48,25,90.588,65,-30
HEK,MTT,ZnO,48,50,74.286,65,-30
HEK,MTT,ZnO,48,100,60.168,65,-30
HEK,MTT,ZnO,48,200,48.235,65,-30
HEK,MTT,ZnO,24,2.5,96.998,173.48,71.7
HEK,MTT,ZnO,24,5,94.934,173.48,71.7
HEK,MTT,ZnO,24,10,88.743,173.48,71.7
HEK,MTT,ZnO,24,20,62.477,173.48,71.7
HEK,MTT,ZnO,24,40,48.593,173.48,71.7
HEK,MTT,ZnO,24,80,35.084,173.48,71.7
HEK,MTT,ZnO,24,100,35.084,173.48,71.7
HEK,MTT,ZnO,24,2.5,96.811,60.21,71.7
HEK,MTT,ZnO,24,5,92.495,60.21,71.7
HEK,MTT,ZnO,24,10,81.614,60.21,71.7
AGS,MTS,TiO2,24,20,68.48,60.21,71.7
AGS,MTS,TiO2,24,40,40.525,60.21,71.7
AGS,MTS,TiO2,24,80,38.837,60.21,71.7
AGS,MTS,TiO2,24,100,36.21,60.21,71.7
AGS,MTS,TiO2,24,2.5,93.996,40.44,71.7
AGS,MTS,TiO2,24,5,90.619,40.44,71.7
AGS,MTS,TiO2,24,10,85.741,40.44,71.7
AGS,MTS,TiO2,24,20,67.167,40.44,71.7
AGS,MTS,TiO2,24,40,40.901,40.44,71.7
AGS,MTS,TiO2,24,80,33.021,40.44,71.7
AGS,MTS,TiO2,24,100,34.522,40.44,71.7
AGS,MTS,TiO2,24,2.5,90.807,18.76,71.7
AGS,MTS,TiO2,24,5,83.677,18.76,71.7
AGS,MTS,TiO2,24,10,79.362,18.76,71.7
AGS,MTS,TiO2,24,20,67.73,18.76,71.7
AGS,MTS,TiO2,24,40,36.023,18.76,71.7
AGS,MTS,TiO2,24,80,29.268,18.76,71.7
AGS,MTS,TiO2,24,100,24.578,18.76,71.7
AGS,MTS,TiO2,24,50,92,15,-8.72
AGS,MTS,TiO2,24,100,85.4,15,-8.72
AGS,MTS,TiO2,24,200,66.4,15,-8.72
AGS,MTS,TiO2,48,50,85.2,15,-8.72
AGS,MTS,TiO2,48,100,69.1,15,-8.72
AGS,MTS,TiO2,48,200,44.8,15,-8.72
AGS,MTS,TiO2,72,50,79.1,15,-8.72
AGS,MTS,TiO2,72,100,63.3,15,-8.72
AGS,MTS,TiO2,72,200,32.7,15,-8.72
AGS,MTS,TiO2,24,1,104.88,24,-8.72
AGS,MTS,TiO2,24,2.5,101.8,24,-8.72
AGS,MTS,TiO2,24,5,101.8,24,-8.72
AGS,MTS,TiO2,24,10,105.66,24,-8.72
AGS,MTS,TiO2,24,50,91.517,24,-8.72
AGS,MTS,TiO2,24,1,94.962,65.17,-32.68
AGS,MTS,TiO2,24,2,73.056,65.17,-23.3
AGS,MTS,TiO2,24,5,56.079,65.17,50.25
AGS,MTS,TiO2,24,10,38.116,65.17,50.25
AGS,MTS,TiO2,24,25,21.139,65.17,-1.93
AGS,MTS,TiO2,48,1,92.662,65.17,28.8
AGS,MTS,TiO2,48,2,60.789,65.17,50.25
AGS,MTS,TiO2,48,5,44.907,65.17,28.8
AGS,MTS,TiO2,48,10,28.478,65.17,-1.55
AGS,MTS,TiO2,48,25,12.486,65.17,49.78
HepG2,MTT,Ag,24,25,96.919,4,-8
HepG2,MTT,Ag,24,50,87.441,4,-8
HepG2,MTT,Ag,24,100,82.227,4,-8
HepG2,MTT,Ag,24,200,78.436,4,-8
HepG2,MTT,Ag,24,400,57.109,4,-8
HepG2,MTT,Ag,48,25,97.867,4,-8
HepG2,MTT,Ag,48,50,91.469,4,-8
HepG2,MTT,Ag,48,100,86.256,4,-8
3T3-L1,MTT,MgO,48,200,77.962,4,-8
3T3-L1,MTT,MgO,48,400,55.924,4,-8
3T3-L1,MTT,MgO,72,25,90.047,4,-8
3T3-L1,MTT,MgO,72,50,87.441,4,-8
3T3-L1,MTT,MgO,72,100,77.962,4,-8
3T3-L1,MTT,MgO,72,200,68.483,4,-8
3T3-L1,MTT,MgO,72,400,43.365,4,-8
3T3-L1,MTT,MgO,24,25,98.832,4,-8
3T3-L1,MTT,MgO,24,50,90.888,4,-8
3T3-L1,MTT,MgO,24,100,89.486,4,-8
3T3-L1,MTT,MgO,24,200,79.907,4,-8
3T3-L1,MTT,MgO,24,400,54.206,4,-8
3T3-L1,MTT,MgO,48,25,96.262,4,-8
3T3-L1,MTT,MgO,48,50,89.486,4,-8
3T3-L1,MTT,MgO,48,100,84.112,4,-8
VERO,MTT,MgO,48,200,78.972,4,-8
VERO,MTT,MgO,48,400,54.673,4,-8
VERO,MTT,MgO,72,25,98.131,4,-8
VERO,MTT,MgO,72,50,88.318,4,-8
VERO,MTT,MgO,72,100,85.28,4,-8
HepG2,MTT,ZnO,72,200,65.187,4,-8
HepG2,MTT,ZnO,72,400,47.897,4,-8
HepG2,MTT,ZnO,24,25,98.293,4,-8
HepG2,MTT,ZnO,24,50,93.902,4,-8
HepG2,MTT,ZnO,24,100,87.317,4,-8
HepG2,MTT,ZnO,24,200,79.268,4,-8
HepG2,MTT,ZnO,24,400,50,4,-8
HepG2,MTT,ZnO,48,25,92.927,4,-8
HepG2,MTT,ZnO,48,50,95.61,4,-8
HepG2,MTT,ZnO,48,100,91.951,4,-8
HepG2,MTT,ZnO,48,200,74.878,4,-8
HepG2,MTT,ZnO,48,400,54.39,4,-8
HepG2,MTT,ZnO,72,25,91.951,4,-8
HepG2,MTT,ZnO,72,50,76.585,4,-8
HepG2,MTT,ZnO,72,100,70.488,4,-8
HepG2,MTT,ZnO,72,200,70.488,4,-8
HepG2,MTT,ZnO,72,400,41.951,4,-8
HepG2,MTT,ZnO,24,25,83.575,12.5,-40.5
HaCat,CCK-8,SiO2,24,50,77.536,12.5,-40.5
HaCat,CCK-8,SiO2,24,100,69.324,12.5,-40.5
HaCat,CCK-8,SiO2,24,200,50.242,12.5,-40.5
HaCat,CCK-8,SiO2,24,400,35.024,12.5,-40.5
HaCat,CCK-8,SiO2,48,25,80.918,12.5,-40.5
HaCat,CCK-8,SiO2,48,50,70.048,12.5,-40.5
HaCat,CCK-8,SiO2,48,100,58.454,12.5,-40.5
HaCat,CCK-8,SiO2,48,200,44.203,12.5,-40.5
HaCat,CCK-8,SiO2,48,400,29.952,12.5,-40.5
HaCat,CCK-8,SiO2,72,25,66.667,12.5,-40.5
HaCat,CCK-8,SiO2,72,50,54.831,12.5,-40.5
HaCat,CCK-8,SiO2,72,100,44.928,12.5,-40.5
HaCat,CCK-8,SiO2,72,200,31.643,12.5,-40.5
HaCat,CCK-8,SiO2,72,400,19.807,12.5,-40.5
HaCat,CCK-8,SiO2,24,25,78.385,12.5,-40.5
HaCat,CCK-8,SiO2,24,50,64.371,12.5,-40.5
HaCat,CCK-8,SiO2,24,100,47.506,12.5,-40.5
HaCat,CCK-8,SiO2,24,200,34.204,12.5,-40.5
HaCat,CCK-8,SiO2,24,400,19.002,12.5,-40.5
HaCat,CCK-8,SiO2,48,25,65.321,12.5,-40.5
HaCat,CCK-8,SiO2,48,50,50.356,12.5,-40.5
HaCat,CCK-8,SiO2,48,100,37.53,12.5,-40.5
HaCat,CCK-8,SiO2,48,200,26.128,12.5,-40.5
HaCat,CCK-8,SiO2,48,400,16.865,12.5,-40.5
PBMC,MTT,Au,72,25,44.893,12.5,-40.5
PBMC,MTT,Au,72,50,34.204,12.5,-40.5
PBMC,MTT,Au,72,100,24.466,12.5,-40.5
PBMC,MTT,Au,72,200,16.39,12.5,-40.5
PBMC,MTT,Au,72,400,11.164,12.5,-40.5
PBMC,MTT,Au,24,25,79.426,12.5,-40.5
PBMC,MTT,Au,24,50,59.809,12.5,-40.5
PBMC,MTT,Au,24,100,50.239,12.5,-40.5
Jurkat,MTT,Au,24,200,33.971,12.5,-40.5
Jurkat,MTT,Au,24,400,19.856,12.5,-40.5
Jurkat,MTT,Au,48,25,59.809,12.5,-40.5
Jurkat,MTT,Au,48,50,48.086,12.5,-40.5
Jurkat,MTT,Au,48,100,39.234,12.5,-40.5
Jurkat,MTT,Au,48,200,29.665,12.5,-40.5
Jurkat,MTT,Au,48,400,16.029,12.5,-40.5
Jurkat,MTT,Au,72,25,45.215,12.5,-40.5
HepG2,MTT,Au,72,50,38.278,12.5,-40.5
HepG2,MTT,Au,72,100,29.665,12.5,-40.5
HepG2,MTT,Au,72,200,23.206,12.5,-40.5
HepG2,MTT,Au,72,400,14.593,12.5,-40.5
HepG2,MTT,Au,48,3.125,98.282,10,29.28
HepG2,MTT,Au,48,6.25,82.646,10,29.28
HepG2,MTT,Au,48,12.5,15.636,10,29.28
HepG2,MTT,Au,48,25,5.4983,10,29.28
HepG2,MTT,Au,48,50,2.921,10,29.28
HepG2,MTT,Au,48,100,1.2027,10,29.28
HepG2,MTT,Au,48,3.125,100.86,10,-0.52
HepG2,MTT,Au,48,6.25,101.89,10,-0.52
HepG2,MTT,Au,48,12.5,103.78,10,-0.52
HepG2,MTT,Au,48,25,101.2,10,-0.52
HepG2,MTT,Au,48,50,83.333,10,-0.52
L-02,MTT,Au,48,100,56.701,10,-0.52
L-02,MTT,Au,48,3.125,97.595,30,-0.52
L-02,MTT,Au,48,6.25,97.079,30,-0.52
L-02,MTT,Au,48,12.5,103.26,30,-0.52
L-02,MTT,Au,48,25,107.73,30,-0.52
L-02,MTT,Au,48,50,88.144,30,-0.52
L-02,MTT,Au,48,100,73.196,30,-0.52
L-02,MTT,Au,48,3.125,70.872,10,29.28
L-02,MTT,Au,48,6.25,8.9054,10,29.28
L-02,MTT,Au,48,12.5,7.0501,10,29.28
L-02,MTT,Au,48,25,3.525,10,29.28
L-02,MTT,Au,48,50,2.7829,10,29.28
L-02,MTT,Au,48,100,1.4842,10,29.28
L-02,MTT,Au,48,3.125,101.11,10,-0.52
L-02,MTT,Au,48,6.25,102.23,10,-0.52
A549,CCK-8,Au,48,12.5,105.38,10,-0.52
A549,CCK-8,Au,48,25,91.466,10,-0.52
A549,CCK-8,Au,48,50,77.922,10,-0.52
A549,CCK-8,Au,48,100,56.215,10,-0.52
A549,CCK-8,Au,48,3.125,98.33,30,-0.52
A549,CCK-8,Au,48,6.25,99.629,30,-0.52
A549,CCK-8,Au,48,12.5,100,30,-0.52
A549,CCK-8,Au,48,25,98.887,30,-0.52
A549,CCK-8,Au,48,50,82.56,30,-0.52
A549,CCK-8,Au,48,100,66.605,30,-0.52
A549,CCK-8,Au,12,0.001,97.03,39.2,69.8
A549,CCK-8,Au,12,0.01,100,39.2,69.8
95D,CCK-8,Au,12,0.1,100,39.2,69.8
95D,CCK-8,Au,12,1,97.03,39.2,69.8
95D,CCK-8,Au,12,5,93.399,39.2,69.8
95D,CCK-8,Au,12,10,93.399,39.2,69.8
95D,CCK-8,Au,12,20,92.739,39.2,69.8
95D,CCK-8,Au,12,50,86.799,39.2,69.8
95D,CCK-8,Au,12,100,73.597,39.2,69.8
95D,CCK-8,Au,12,0.001,96.37,39.7,8.67
95D,CCK-8,Au,12,0.01,95.05,39.7,8.67
95D,CCK-8,Au,12,0.1,97.69,39.7,8.67
95D,CCK-8,Au,12,1,99.67,39.7,8.67
95D,CCK-8,Au,12,5,95.38,39.7,8.67
A549,MTT,Ag,12,10,96.37,39.7,8.67
A549,MTT,Ag,12,20,94.719,39.7,8.67
A549,MTT,Ag,12,50,97.03,39.7,8.67
A549,MTT,Ag,12,100,91.749,39.7,8.67
A549,MTT,Ag,12,0.001,98.02,46.3,70.76
A549,MTT,Ag,12,0.01,95.71,46.3,70.76
A549,MTT,Ag,12,0.1,96.04,46.3,70.76
A549,MTT,Ag,12,1,99.01,46.3,70.76
Ana-1,CCK-8,ZnO,12,5,82.838,46.3,70.76
Ana-1,CCK-8,ZnO,12,10,63.366,46.3,70.76
Ana-1,CCK-8,ZnO,12,20,45.215,46.3,70.76
Ana-1,CCK-8,ZnO,12,50,16.172,46.3,70.76
Ana-1,CCK-8,ZnO,12,100,14.191,46.3,70.76
Ana-1,CCK-8,ZnO,12,0.001,95.724,45.3,71.7
Ana-1,CCK-8,ZnO,12,0.01,97.368,45.3,71.7
Ana-1,CCK-8,ZnO,12,0.1,100.33,45.3,71.7
Ana-1,CCK-8,ZnO,12,1,98.355,45.3,71.7
Ana-1,CCK-8,ZnO,12,5,91.776,45.3,71.7
Ana-1,CCK-8,ZnO,12,10,75,45.3,71.7
Ana-1,CCK-8,ZnO,12,20,63.816,45.3,71.7
Ana-1,CCK-8,ZnO,12,50,36.184,45.3,71.7
Ana-1,CCK-8,ZnO,12,100,33.224,45.3,71.7
Ana-1,CCK-8,ZnO,12,0.001,95.066,42.5,49.26
Ana-1,CCK-8,ZnO,12,0.01,95.066,42.5,49.26
Ana-1,CCK-8,ZnO,12,0.1,97.039,42.5,49.26
Ana-1,CCK-8,ZnO,12,1,97.039,42.5,49.26
Ana-1,CCK-8,ZnO,12,5,99.013,42.5,49.26
Ana-1,CCK-8,ZnO,12,10,99.013,42.5,49.26
Ana-1,CCK-8,ZnO,12,20,96.711,42.5,49.26
Ana-1,CCK-8,ZnO,12,50,98.355,42.5,49.26
Ana-1,CCK-8,ZnO,12,100,95.724,42.5,49.26
Ana-1,CCK-8,ZnO,12,0.001,99.013,46.8,49.26
Ana-1,CCK-8,ZnO,12,0.01,95.395,46.8,49.26
Ana-1,CCK-8,ZnO,12,0.1,98.355,46.8,49.26
Ana-1,CCK-8,ZnO,12,1,100.33,46.8,49.26
Ana-1,CCK-8,ZnO,12,5,97.039,46.8,49.26
HEK293,MTT,TiO2,12,10,100,46.8,49.26
HEK293,MTT,TiO2,12,20,97.039,46.8,49.26
HEK293,MTT,TiO2,12,50,99.013,46.8,49.26
HEK293,MTT,TiO2,12,100,97.039,46.8,49.26
HEK293,MTT,TiO2,24,0.001,99.016,39.2,69.8
HEK293,MTT,TiO2,24,0.01,98.361,39.2,69.8
HEK293,MTT,TiO2,24,0.1,98.361,39.2,69.8
HEK293,MTT,TiO2,24,1,95.41,39.2,69.8
HEK293,MTT,TiO2,24,5,87.213,39.2,69.8
A549,MTT,TiO2,24,10,85.246,39.2,69.8
A549,MTT,TiO2,24,20,82.295,39.2,69.8
A549,MTT,TiO2,24,50,72.131,39.2,69.8
A549,MTT,TiO2,24,100,62.623,39.2,69.8
A549,MTT,TiO2,24,0.001,92.459,39.7,8.67
A549,MTT,Ni,24,0.01,96.066,39.7,8.67
A549,MTT,Ni,24,0.1,93.77,39.7,8.67
A549,MTT,Ni,24,1,97.377,39.7,8.67
A549,MTT,Ni,24,5,94.426,39.7,8.67
A549,MTT,Ni,24,10,95.738,39.7,8.67
A549,MTT,Ni,24,20,91.803,39.7,8.67
A549,MTT,Ni,24,50,91.803,39.7,8.67
A549,MTT,Ni,24,100,82.295,39.7,8.67
A549,MTT,Ni,24,0.001,95.738,46.3,70.76
A549,MTT,Ni,24,0.01,99.672,46.3,70.76
HeLa,CellTiterGlo,Pt,24,0.1,95.082,46.3,70.76
HeLa,CellTiterGlo,Pt,24,1,96.066,46.3,70.76
HeLa,CellTiterGlo,Pt,24,5,74.754,46.3,70.76
HeLa,CellTiterGlo,Pt,24,10,42.951,46.3,70.76
HeLa,CellTiterGlo,Pt,24,20,14.426,46.3,70.76
HeLa,CellTiterGlo,Pt,24,50,12.787,46.3,70.76
HeLa,CellTiterGlo,Pt,24,100,12.787,46.3,70.76
HeLa,CellTiterGlo,Pt,24,0.001,92.131,45.3,71.7
HeLa,CellTiterGlo,Pt,24,0.01,97.705,45.3,71.7
HeLa,CellTiterGlo,Pt,24,0.1,96.066,45.3,71.7
HeLa,CellTiterGlo,Pt,24,1,97.049,45.3,71.7
HeLa,CellTiterGlo,Pt,24,5,71.475,45.3,71.7
HeLa,CellTiterGlo,Pt,24,10,60.984,45.3,71.7
HeLa,CellTiterGlo,Pt,24,20,42.623,45.3,71.7
HeLa,CellTiterGlo,Pt,24,50,27.869,45.3,71.7
MCF-7,CellTiterGlo,Pt,24,100,21.639,45.3,71.7
MCF-7,CellTiterGlo,Pt,24,0.001,95.738,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,0.01,96.721,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,0.1,98.033,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,1,93.77,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,5,88.525,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,10,88.852,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,20,92.131,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,50,92.131,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,100,89.508,42.5,49.26
MCF-7,CellTiterGlo,Pt,24,0.001,98.689,46.8,49.26
MCF-7,CellTiterGlo,Pt,24,0.01,100.66,46.8,49.26
MCF-7,CellTiterGlo,Pt,24,0.1,92.787,46.8,49.26
MCF-7,CellTiterGlo,Pt,24,1,95.738,46.8,49.26
MCF-7,CellTiterGlo,Pt,24,5,91.148,46.8,49.26
IMR90,CellTiterGlo,Pt,24,10,92.787,46.8,49.26
IMR90,CellTiterGlo,Pt,24,20,89.18,46.8,49.26
IMR90,CellTiterGlo,Pt,24,50,89.18,46.8,49.26
IMR90,CellTiterGlo,Pt,24,100,92.787,46.8,49.26
IMR90,CellTiterGlo,Pt,48,50,94.167,11,-8
IMR90,CellTiterGlo,Pt,48,50,75.417,11,-20.51
IMR90,CellTiterGlo,Pt,48,50,75.833,18,-20.51
IMR90,CellTiterGlo,Pt,48,50,65.625,18,-26.3
IMR90,CellTiterGlo,Pt,48,100,39.61,11,-40.5
IMR90,CellTiterGlo,Pt,72,100,70.779,11,-16.5
IMR90,CellTiterGlo,Pt,96,100,68.571,11,-25
IMR90,CellTiterGlo,Pt,48,100,29.351,11,-40.5
IMR90,CellTiterGlo,Pt,72,100,47.273,11,-32.5
IMR90,CellTiterGlo,Pt,96,100,44.416,11,-32.5
IMR90,CellTiterGlo,Pt,48,100,50.26,18,-20.51
HeLa,CellTiterGlo,Pt,72,100,82.078,18,-8
HeLa,CellTiterGlo,Pt,96,100,78.961,18,-16.5
HeLa,CellTiterGlo,Pt,48,100,38.052,18,-40.5
HeLa,CellTiterGlo,Pt,72,100,66.623,18,-16.86
HeLa,CellTiterGlo,Pt,96,100,56.234,18,-24.75
HeLa,CellTiterGlo,Pt,24,5,100,20,-8.72
HeLa,CellTiterGlo,Pt,24,10,98.443,20,-8.72
HeLa,CellTiterGlo,Pt,24,25,89.619,20,-8.72
HeLa,CellTiterGlo,Pt,24,50,80.45,20,-8.72
HeLa,CellTiterGlo,Pt,24,100,64.187,20,-8.72
HeLa,CellTiterGlo,Pt,24,5,84.201,20,-8.72
HeLa,CellTiterGlo,Pt,24,25,76.302,20,-8.72
HeLa,CellTiterGlo,Pt,24,50,72.89,20,-8.72
HeLa,CellTiterGlo,Pt,24,100,61.4,20,-8.72
HeLa,CellTiterGlo,Pt,24,5,98.789,28,8.67
MCF-7,CellTiterGlo,Pt,24,10,100.69,28,8.67
MCF-7,CellTiterGlo,Pt,24,25,99.308,28,8.67
MCF-7,CellTiterGlo,Pt,24,50,93.08,28,8.67
MCF-7,CellTiterGlo,Pt,24,100,75.606,28,8.67
MCF-7,CellTiterGlo,Pt,24,5,81.149,28,8.67
MCF-7,CellTiterGlo,Pt,24,25,74.506,28,8.67
MCF-7,CellTiterGlo,Pt,24,50,67.684,28,8.67
MCF-7,CellTiterGlo,Pt,24,100,79.713,28,8.67
MCF-7,CellTiterGlo,Pt,24,10,101.8,78,11.4
MCF-7,CellTiterGlo,Pt,24,50,98.561,78,11.4
MCF-7,CellTiterGlo,Pt,24,100,97.482,78,11.4
MCF-7,CellTiterGlo,Pt,24,200,94.604,78,11.4
MCF-7,CellTiterGlo,Pt,24,400,91.547,78,11.4
MCF-7,CellTiterGlo,Pt,24,10,97.482,78,11.4
MCF-7,CellTiterGlo,Pt,24,50,97.482,78,11.4
IMR90,CellTiterGlo,Pt,24,100,97.482,78,11.4
IMR90,CellTiterGlo,Pt,24,200,98.741,78,11.4
IMR90,CellTiterGlo,Pt,24,400,96.583,78,11.4
IMR90,CellTiterGlo,Pt,48,250,90.875,13,8.67
IMR90,CellTiterGlo,Pt,48,500,88.454,13,8.67
IMR90,CellTiterGlo,Pt,48,750,85.475,13,8.67
IMR90,CellTiterGlo,Pt,48,1000,78.212,13,8.67
